1,-0.338496352,0.07966812,-0.139484803,2.755725966,0.0225815,0.316743243,9.961032798,-0.211316782
1,-0.384730167,0.086021911,-0.155037363,2.733442437,0.022149906,0.349921141,9.904391988,-0.235122787
1,-0.448874438,0.096441446,-0.18146596,2.681334977,0.021632676,0.215739294,9.836511846,-0.267849636
1,-0.434218218,0.098221049,-0.202871722,2.613219155,0.021447326,0.222455735,9.812187131,-0.263898787
1,-0.43238724,0.099245652,-0.21172037,2.591361302,0.021239769,0.229976922,9.784947195,-0.262823394
1,-0.417347954,0.098564764,-0.221979638,2.568186763,0.021102803,0.234940166,9.766972142,-0.25581078
1,-0.433724598,0.101735094,-0.229526411,2.554225168,0.0208787,0.243060928,9.737561044,-0.263490461
1,-0.346242674,0.091076224,-0.240840565,2.53133736,0.020443964,0.399961078,9.680506842,-0.213542446
1,-0.24743726,0.079521782,-0.273939977,2.507234371,0.253127773,0.399303019,9.631721425,-0.151519371
1,-0.243086258,0.079302611,-0.325683957,2.517186915,0.250374396,0.40583305,9.613940454,-0.15187882
1,-0.262574598,0.081923737,-0.344692199,2.52256238,0.249032163,0.409016441,9.605273165,-0.165994335
1,-0.252732103,0.080761375,-0.353898871,2.524024008,0.246274172,0.415557416,9.587462478,-0.158819134
1,-0.20560957,0.074954922,-0.372993832,2.529187637,0.24351636,0.473046154,9.569653935,-0.126270791
1,-0.045124215,0.056263952,-0.392074257,2.542172996,0.428305688,0.383701705,9.552915209,0.007733469
1,0.084189776,0.042090261,-0.414005154,2.622343793,0.490989664,0.491687371,9.566894277,0.146898098
1,0.00372027,0.048218119,-0.380293108,2.659107411,0.473348892,0.395998243,9.58232538,0.055615818
1,0.007453071,0.046125816,-0.385450069,2.757208918,0.461104524,0.41161302,9.59303701,0.058544681
1,-0.026124453,0.048006776,-0.387789466,2.828847929,0.382689679,0.449300975,9.582525249,0.025228592
1,0.018643474,0.04318466,-0.397436889,2.881521606,0.465512991,0.428218363,9.586996223,0.07101708
1,0.020171121,0.042571282,-0.396634343,2.91094539,0.456149499,0.43971221,9.595231824,0.071986186
1,0.041905651,0.039859339,-0.394629896,2.96641224,0.451958608,0.444856551,9.598917407,0.09633725
1,-0.04398901,0.046872931,-0.390490081,2.988474666,0.360750476,0.480851395,9.587805257,0.00770652
1,-0.042587451,0.045990787,-0.404884835,3.046107054,0.356452637,0.487032101,9.58076436,0.009017504
1,-0.043845914,0.045618279,-0.414075752,3.083874182,0.353122651,0.49182088,9.575308476,0.007884513
1,-0.038651603,0.044796081,-0.421475947,3.113756646,0.35110029,0.494729206,9.571995157,0.012877942
1,-0.028809805,0.043726283,-0.425678897,3.132291951,0.349332097,0.497272013,9.569098172,0.022658897
1,-0.057255943,0.045962363,-0.428767934,3.148747789,0.346876027,0.500804056,9.565074337,-0.004578158
1,0.019092277,0.039335203,-0.435476334,3.171167843,0.474898466,0.484543995,9.572081236,0.071706147
1,0.005901397,0.039724617,-0.434243742,3.219825597,0.470606167,0.489199676,9.575916961,0.057396151
1,0.030714851,0.037421037,-0.435408958,3.248685998,0.467333773,0.492749022,9.578840478,0.084192413
1,0.045632334,0.036016115,-0.433520973,3.268374094,0.463342289,0.497078411,9.582407325,0.100971833
1,0.073577456,0.033636968,-0.428996308,3.289748329,0.45906561,0.501717116,9.586228777,0.134193043
1,0.061916844,0.034171319,-0.419481832,3.30446969,0.45656484,0.504429546,9.58846306,0.120654685
1,0.062074304,0.033970002,-0.414962921,3.315529919,0.45385738,0.507366218,9.590882574,0.120962989
