TradeDate,Price,MarketCap,ExchangeVol,TotalVol,exchange
2018/1/18,1036.072313,1.01E+11,3220457431,97066465,3108332.682
2018/1/19,1046.898597,1.02E+11,2067139498,97087106,1974536.506
2018/1/20,1172.917206,1.14E+11,1927757663,97107860,1643558.175
2018/1/21,1053.633202,1.02E+11,1834167990,97127921,1740803.143
2018/1/22,1000.387133,97186332455,2128266202,97148723,2127442.599
2018/1/23,991.6653206,96359326866,2162095341,97169201,2180267.169
2018/1/24,1056.879233,1.03E+11,1871168506,97189787,1770465.771
2018/1/25,1059.315496,1.03E+11,2098100041,97210081,1980618.663
2018/1/26,1048.798906,1.02E+11,2126139932,97230497,2027214.102
2018/1/27,1095.782514,1.07E+11,1592501816,97245437,1453300.993
2018/1/28,1237.324176,1.20E+11,3105991887,97271514,2510249.09
2018/1/29,1169.634257,1.14E+11,2005499365,97292055,1714638.019
2018/1/30,1161.908643,1.13E+11,2006770996,97291493,1727133.203
2018/1/31,1058.096053,1.03E+11,2570454740,97312352,2429320.791
2018/2/1,1106.138172,1.08E+11,2148302757,97332812,1942164.922
2018/2/2,1021.269379,99423764457,3414246408,97353124,3343139.898
2018/2/3,914.6388425,89061856063,4640850229,97373796,5073970.198
2018/2/4,941.8032295,91725607014,1878004124,97393600,1994051.48
2018/2/5,834.8891703,81329819334,1882681774,97413911,2255008.019
2018/2/6,684.3133397,66675677460,2941430689,97434426,4298368.187
2018/2/7,785.7389155,76574516021,5021975964,97455420,6391405.421
2018/2/8,751.8878894,73290929918,2635662719,97475875,3505393.232
2018/2/9,807.8227505,78759712267,2256661883,97496279,2793511.178
2018/2/10,871.3268829,84968804617,1609823406,97516565,1847553.929
2018/2/11,854.3498784,83330877020,1811750053,97537179,2120618.378
2018/2/12,817.2905244,79732678121,1606757571,97557326,1965956.441
2018/2/13,862.7487726,84185155653,1342080235,97577833,1555586.374
2018/2/14,833.7791837,81375375878,1215799276,97598234,1458178.976
2018/2/15,915.076543,89328231141,1659598861,97618316,1813617.531
2018/2/16,928.2935214,90637629786,1674187630,97638977,1803511.057
2018/2/17,934.6767105,91279135809,1274489448,97658511,1363561.79
2018/2/18,964.2765079,94190008583,1331103327,97679460,1380416.63
2018/2/19,915.0920469,89404389580,1443742229,97699887,1577701.646
2018/2/20,928.2902425,90713108253,1113969169,97720631,1200022.491
2018/2/21,902.9690554,88256609941,1376504168,97740459,1524420.089
2018/2/22,809.1296597,79118626282,1249190217,97782383,1543869.023
2018/2/23,812.4468626,79442544254,1255677307,97781834,1545550.072
2018/2/24,864.6697536,84567348658,1553348120,97803061,1796464.041
2018/2/25,828.723399,81068136132,1133793474,97822912,1368120.504
2018/2/26,842.6280248,82445384433,971919367.5,97843155,1153438.218
2018/2/27,863.6502752,84519903485,1273600055,97863575,1474671.046
2018/2/28,869.2632438,85086932065,1185779363,97883964,1364119.985
2018/3/1,846.3652118,82862945951,1088578649,97904480,1286180.757
2018/3/2,855.6787797,83792455743,1046744162,97925130,1223291.014
2018/3/3,850.4429896,83297136124,1065182064,97945585,1252502.61
2018/3/4,844.2552535,82708301724,968839520.3,97965990,1147567.061
2018/3/5,843.7565763,82676499794,921438207.1,97986199,1092066.4
2018/3/6,840.1509955,82340571913,996644678.1,98006873,1186268.52
2018/3/7,808.4491332,79250313700,1163651037,98027582,1439362.094
2018/3/8,752.5931712,73790376422,1517892303,98048161,2016882.907
2018/3/9,699.1898985,68568491974,1253573582,98068482,1792894.298
2018/3/10,710.8916533,69730146644,1559125766,98088290,2193197.457
2018/3/11,684.9343401,67198010841,1019304766,98108690,1488178.802
2018/3/12,713.19533,69985307146,1044019470,98129228,1463861.899
2018/3/13,695.314203,68245214879,1041451579,98150181,1497814.333
2018/3/14,684.6415844,67211282138,914239003.2,98170026,1335354.182
2018/3/15,608.3931488,59738408622,1222860954,98190469,2009984.755
2018/3/16,612.4435397,60148621436,1314501765,98210884,2146323.179
2018/3/17,607.8794875,59712695038,939394446.6,98231140,1545362.964
2018/3/18,560.1094331,55031620530,922526847.9,98251551,1647047.511
2018/3/19,538.6905901,52938616458,2515158737,98272770,4669022.966
2018/3/20,555.0775482,54560292402,1668238270,98293099,3005414.785
2018/3/21,554.209826,54486305510,1363997499,98313496,2461157.192
2018/3/22,561.1465342,55179662650,1242490235,98333785,2214199.25
2018/3/23,537.7059724,52885690223,1029637021,98354292,1914869.973
2018/3/24,538.1090292,52936241666,1024506178,98374565,1903900.738
2018/3/25,519.4855998,51114768973,722258331.1,98394968,1390333.69
2018/3/26,519.3780446,51114766847,654302263.8,98415340,1259780.367
2018/3/27,487.5396121,47991343456,1130010306,98435783,2317781.526
2018/3/28,449.0522525,44211929435,1205007525,98456091,2683446.121
2018/3/29,443.949101,43718505250,899161524.3,98476391,2025370.751
2018/3/30,385.3270957,37953505528,1501135896,98496851,3895744.454
2018/3/31,395.3262633,38946452754,1552652585,98517241,3927521.971
2018/4/1,395.796381,39000868214,970454263.2,98537708,2451902.821
2018/4/2,379.1235134,37365640070,928418706.6,98557960,2448855.515
2018/4/3,384.8259823,37935548084,725811930.9,98578448,1886078.291
2018/4/4,415.716234,40989129293,938277656,98598818,2257014.712
2018/4/5,380.2819596,37503095784,888566484.5,98619182,2336599.1
2018/4/6,384.4644854,37923466119,767721856.1,98639712,1996860.27
2018/4/7,369.9138977,36495759521,590720199.9,98660147,1596912.697
2018/4/8,383.4463609,37838661360,549082514.9,98680455,1431966.947
2018/4/9,396.9817555,39182417251,565597670.6,98700801,1424744.746
2018/4/10,398.773355,39367328706,1095742137,98721061,2747781.724
2018/4/11,412.6893456,40749602576,687260482.5,98741591,1665321.603
2018/4/12,427.384946,42209337332,816313720.2,98761872,1910019.826
2018/4/13,488.6054893,48265439664,1871680189,98782025,3830657.309
2018/4/14,488.9921813,48313044128,1771917383,98801261,3623610.869
2018/4/15,495.1129136,48928578122,960941082.5,98823070,1940852.392
2018/4/16,525.5274445,51944970388,1113471502,98843497,2118769.464
2018/4/17,507.1103131,50134949937,952394918.7,98863992,1878082.331
2018/4/18,498.4670076,49290625427,834810907.6,98884429,1674756.593
2018/4/19,517.3740432,51170694522,827471474.5,98904642,1599367.973
2018/4/20,566.3920839,56030501149,1223410366,98925290,2160006.117
2018/4/21,590.2719225,58403874541,1477100076,98944016,2502406.128
2018/4/22,600.2596768,59405441433,1412079787,98966237,2352448.185
2018/4/23,617.2024079,61094825885,1226887274,98986694,1987819.973
2018/4/24,636.3671639,63004894796,1175262574,99007143,1846830.95
2018/4/25,705.0276448,69817174452,2013232706,99027570,2855537.256
2018/4/26,613.7267253,60788471583,2772144667,99048109,4516903.946
2018/4/27,657.0577935,65093958670,1616604527,99068848,2460368.849
2018/4/28,641.9936056,63614677084,1327872538,99089269,2068357.888
2018/4/29,672.5969368,66660769651,1170961463,99109535,1740955.688
2018/4/30,680.1204954,67420561666,1180427165,99130319,1735614.752
2018/5/1,662.7327358,65710538602,1271088004,99150887,1917949.628
2018/5/2,665.2257861,65971279396,1342793449,99171260,2018552.914
2018/5/3,676.5525639,67108704082,1153897333,99192151,1705554.593
2018/5/4,781.4257805,77526578542,1005515084,99211698,1286769.786
2018/5/5,777.907647,77194381804,1967182624,99233350,2528812.555
2018/5/6,807.0673292,80104681673,1617671981,99254026,2004382.934
2018/5/7,785.8927435,78019321357,1742487117,99274770,2217207.286
2018/5/8,748.8131414,74353698902,2808727749,99295398,3750906.059
2018/5/9,744.3248257,73923190963,1562833108,99315767,2099665.434
2018/5/10,743.6398157,73870430059,1517875906,99336303,2041143.944
2018/5/11,717.4128744,71279821649,1329169268,99356764,1852725.697
2018/5/12,675.2917525,67108755487,1867453051,99377425,2765401.834
2018/5/13,683.1702676,67905759627,1574237121,99398002,2304311.525
2018/5/14,726.8719105,72264507768,1358354340,99418490,1868767.138
2018/5/15,727.8026816,72371889346,1747256249,99438888,2400727.963
2018/5/16,703.1556815,69935482264,1318045202,99459457,1874471.382
2018/5/17,702.4531187,69879914022,1283393782,99479826,1827016.989
2018/5/18,665.6275313,66230317444,1148132529,99500568,1724887.381
2018/5/19,686.2132687,68292780311,1140013811,99521218,1661311.232
2018/5/20,685.846754,68270520549,955540974.6,99541946,1393228.107
2018/5/21,703.8146666,70073661062,964430376,99562661,1370290.251
2018/5/22,688.9132212,68604235450,914750523.9,99583276,1327816.764
2018/5/23,641.1003511,63856048465,1134342773,99603827,1769368.51
2018/5/24,581.2411881,57906139337,1636502158,99624975.87,2815530.268
2018/5/25,597.8487719,59572815257,1578836654,99645291.69,2640862.921
2018/5/26,582.2793863,58033414970,1130488778,99665927.28,1941488.579
2018/5/27,580.4834598,57866488202,793211715.5,99686713.25,1366467.385
2018/5/28,565.9260648,56426783299,936703218.9,99706987.91,1655168.894
2018/5/29,511.6158804,51022311777,1349222686,99727771.81,2637179.059
2018/5/30,561.7406615,56032720819,1304128811,99748379.75,2321585.209
2018/5/31,555.349151,55406697682,1076970537,99769122.87,1939267.459
2018/6/1,571.7271135,57052511798,1016848280,99789760.62,1778555.286
2018/6/2,573.8335505,57274516594,988913896.7,99810330.97,1723346.249
2018/6/3,583.1316392,58214660996,917573393.7,99831079.44,1573527.025
2018/6/4,609.2946747,60839012157,960786811.9,99851540.94,1576883.652
2018/6/5,586.575976,58582699276,998788030.5,99872312.66,1702742.818
2018/6/6,600.678279,60003382388,981693246.8,99892712.09,1634307.883
2018/6/7,598.2160985,59769818240,883508366.8,99913423.25,1476905.033
2018/6/8,595.1261407,59473431631,987621968.4,99934161.12,1659517.035
2018/6/9,590.4981452,59023188217,774931924.1,99954908.75,1312335.916
2018/6/10,581.1212497,58097979895,704024660.5,99975659,1211493.575
2018/6/11,522.9980387,52297773131,1323637043,99996117.12,2530864.258
2018/6/12,529.1308298,52922017101,1163129333,100016884.5,2198188.553
2018/6/13,495.0763559,49526210495,1183551768,100037519.3,2390644.905
2018/6/14,474.859113,47513487722,1330197064,100058072.8,2801245.733
2018/6/15,516.6441704,51705041672,1634517038,100078631.7,3163719.116
2018/6/16,485.4328365,48591417578,1129671620,100099156.7,2327142.985
2018/6/17,493.0678581,49365820389,732126705.8,100119729.1,1484839.65
2018/6/18,491.400276,49208886720,675191595,100140128.4,1374015.498
2018/6/19,512.4288525,51325180407,861532499.7,100160598.2,1681272.425
2018/6/20,532.0039134,53296770079,1047558826,100181161.7,1969081.053
2018/6/21,529.7630466,53083203704,983081480.7,100201786.5,1855700.368
